,artifact_id,text_for_matching_web,id_page,price,currency,description_short,description_long,id_article;;;;;;;
"95,0-آثارنا المنهوبة_5_p004_a120f029,""H_28 cm L_23,2 cm South Arabian alabaster stelae depicting a man and a woman. Informations sur la vente - Archéologie Archéologie Expositions publiques: Drouot-Richelieu - Salle 1 Mercredi 30 et Jeudi 31 Mai de 11 heures à 18 heures Vendredi 1er Juin de 11 heures à 12 heures Téléphone pendant l'exposition publique: +33 (0)1 48 00 20 01 Experts: Christophe Kunicki T. Lot n° 192 Aller au lot Estimation : 4000 - 5000 EUR Résultats sans frais Résultat : 3 500EUR Stèle historiée. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue Le sommet présente une inscription de trois lignes: """"Stèle sépulcrale et monument de Ratum"",259,,,""Stela, South Arabian alabaster, H. 28 cm, L. 23.2 cm. Historiated funerary stela depicting a man and a woman, with a three-line inscription at the top."",""Stela, South Arabian alabaster, H. 28 cm, L. 23.2 cm. Historiated funerary stela depicting a man and a woman. The upper part bears a three-line inscription, identified in the source as beginning with the words """"Stèle sépulcrale et monument de Ratum"""". The object is described as South Arabian and made of alabaster."",96";;;;;;;
"96,0-آثارنا المنهوبة_5_p004_b5ff189c,""Informations sur la vente - Archéologie Archéologie Expositions publiques: Drouot-Richelieu - Salle 1 Mercredi 30 et Jeudi 31 Mai de 11 heures à 18 heures Vendredi 1er Juin de 11 heures à 12 heures Téléphone pendant l'exposition publique: +33 (0)1 48 00 20 01 Experts: Christophe Kunicki T. Lot n° 191 Aller au lot Estimation : 4000 - 5000 EUR Résultats sans frais Résultat : 14 000EUR Tête d'homme. Tête de statue représentant un homme, l'arête - Lot 191 Tête d'homme. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue H_14 cm South Arabian alabaster head of a man. Tête de statue représentant un homme, l'arête du nez se poursuivant par les sourcils, la pupille des yeux gravée. La barbe et la moustache sont figurées par un piquetage. La coiffure, probablement en stuc, était rapportée."",260,,,""Head of a statue, alabaster, South Arabian, H. 14 cm. Male head with the bridge of the nose continuing into the eyebrows";" the pupils are engraved. The beard and moustache are indicated by stippling, and the coiffure, probably in stucco, was added separately."",""Head of a statue, alabaster, South Arabian, height 14 cm. The object is a male head from a statue, with the bridge of the nose continuing into the eyebrows and the pupils of the eyes engraved. The beard and moustache are rendered by stippling. The coiffure, probably made of stucco, was applied separately. The description identifies the piece as a South Arabian alabaster head of a man."",97";;;;;;
"97,0-آثارنا المنهوبة_5_p005_882c4e9e,""Lot n° 178 Aller au lot Estimation : 3000 - 4000 EUR Résultats sans frais Résultat : 3 800EUR Stèle aniconique de forme légèrement trapézoïdale, arrondie - Lot 178 Stèle aniconique de forme légèrement trapézoïdale, arrondie au sommet, présentant une plinthe rectangulaire gravée du nom du propriétaire. Informations sur la vente - Archéologie ARCHÉOLOGIE Expositions publiques : Vendredi 3 décembre 2010 de 15 heures à 19 heures Samedi 4 décembre 2010 de 11 heures à 20 heures TÉLÉPHONE PENDANT LES EXPOSITIONS ET LA VENTE +33 (0)1 48 00 20 91 / 92 Experts : ARCHÉOLOGIE Christophe Kunicki Tél. H_41,5 cm L_24 cm South Arabian alabaster stela. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue Bibliographie comparative : Yémen, au pays de la reine de Saba, catalogue d'exposition, Paris, 1997, p. Ces stèles étaient placées dans une niche ou contre un mur."",261,3 800,EUR,""Stela, alabaster. South Arabian aniconic stela of slightly trapezoidal form, rounded at the top, with a rectangular plinth engraved with the owner's name. H. 41.5 cm";" W. 24 cm."",""Stela, alabaster. South Arabian aniconic stela of slightly trapezoidal form, rounded at the top, with a rectangular plinth engraved with the owner's name. The object measures 41.5 cm in height and 24 cm in width. According to the source text, such stelae were placed in a niche or against a wall."",98";;;;;;
"98,0-آثارنا المنهوبة_5_p006_818e1ef4,""Lot n° 189 Aller au lot Estimation : 2000 - 2500 EUR Résultats sans frais Résultat : 5 000EUR Figure iconique cylindrique, le sommet sculpté d'un visage s - Lot 189 Figure iconique cylindrique, le sommet sculpté d'un visage stylisé, la bouche marquée par une incision. Informations sur la vente - Archéologie Archéologie Expositions publiques: Drouot-Richelieu - Salle 1 Mercredi 30 et Jeudi 31 Mai de 11 heures à 18 heures Vendredi 1er Juin de 11 heures à 12 heures Téléphone pendant l'exposition publique: +33 (0)1 48 00 20 01 Experts: Christophe Kunicki T. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue Ces figurines étaient généralement fichées sur des socles inscrits."",262,5 000,EUR,""Figure iconique, material not specified, cylindrical form with a sculpted stylized face at the top and a mouth marked by an incision."",""Figure iconique, material not specified, of cylindrical form, with the upper part sculpted as a stylized face. The mouth is indicated by an incision. The source text notes that such figurines were generally fixed onto inscribed bases."",99";;;;;;;
"99,0-آثارنا المنهوبة_5_p006_95a38b81,""Lot n° 282 Go to lot Estimation : 5000 - 6000 EUR Result without fees Result : 10 625EUR Orient - Lot 282 Orient Statuette représentant un ibex sur une base quadrangulaire, les cornes très développées. Sale information - Archéologie ARCHÉOLOGIE Expositions publiques : Drouot Montaigne Mardi 29 novembre 2011 de 15 heures à 20 heures Mercredi 30 novembre 2011 de 11 heures à 20 heures TÉLÉPHONE PENDANT L'EXPOSITION PUBLIQUE ET LA VENTE: +33 (0)1 48 00 20 91/92 Experts : CHRISTOPHE KUNICKI T: +33 (0)1 43 25 84 34 c.kunicki@orange.fr Sales conditions - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES My orders Sale information Sales conditions Return to catalogue H_32,5 cm South Arabian limestone statuette. Bibliographie comparative: Queen of Sheba, catalogue d'exposition, Londres, 2002, p."",263,,,""Statuette, limestone, depicting an ibex on a quadrangular base, with very developed horns. South Arabian."",""Statuette, limestone, depicting an ibex standing on a quadrangular base, with very developed horns. The object is described as South Arabian and measures H. 32.5 cm. A comparative bibliography is cited: Queen of Sheba, exhibition catalogue, London, 2002."",100";;;;;;;
"100,0-آثارنا المنهوبة_5_p007_764a5e88,Lot n° 172 Aller au lot Estimation : 6000 - 7000 EUR Résultats sans frais Résultat : 7 000EUR Grande lampe à huile dont les bords sont ornés de rinceaux d - Lot 172 Grande lampe à huile dont les bords sont ornés de rinceaux de lierre et l'arrière d'une inscription sudarabique de trois lettres ,264,7 000,EUR,""Oil lamp, bronze, with edges decorated with ivy scrolls and the rear bearing a South Arabian inscription of three letters."",""Oil lamp, bronze, with a large form and edges ornamented with ivy scrolls. The rear is decorated with a South Arabian inscription consisting of three letters. The object is described as a large oil lamp";" no further technical details, dimensions, or chronology are provided in the source text."",101";;;;;;
"101,0-آثارنا المنهوبة_5_p007_712e95bc,""H_45,5 cm L_18,2 cm South Arabian limestone stelae. Informations sur la vente - Archéologie Archéologie Expositions publiques: Drouot-Richelieu - Salle 1 Mercredi 30 et Jeudi 31 Mai de 11 heures à 18 heures Vendredi 1er Juin de 11 heures à 12 heures Téléphone pendant l'exposition publique: +33 (0)1 48 00 20 01 Experts: Christophe Kunicki T. Lot n° 185 Aller au lot Estimation : 3000 - 4000 EUR Résultats sans frais Résultat : 7 000EUR Stèle iconique. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Conditions de vente - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES Mes ordres d'achat Informations sur la vente Conditions de vente Retourner au catalogue Stèle rectangulaire sculptée au sommet d'un - Lot 185 Stèle iconique. Elle est gravée d'une inscription de trois lettres sudarabiques: nom du propriétaire. Stèle rectangulaire sculptée au sommet d'un visage triangulaire stylisé. Péninsule sudarabique, fin du Ier millénaire av."",265,,,""Stela, South Arabian limestone, H. 45.5 cm, L. 18.2 cm. Rectangular stela with a stylised triangular face at the top and an inscription of three South Arabian letters identifying the owner. South Arabian Peninsula, late 1st millennium BC."",""Stela, South Arabian limestone, H. 45.5 cm, L. 18.2 cm. Rectangular stela carved with a stylised triangular face at the top. It is engraved with an inscription in three South Arabian letters, identified in the source as the name of the owner. The object is described as an iconic stela and is attributed to the South Arabian Peninsula, late 1st millennium BC."",102";;;;;;;
"102,0-آثارنا المنهوبة_5_p008_3ad06fef,""H_38,2 cm L_21,2 cm South Arabian alabaster stelae. Sale information - Archéologie Archéologie Expositions publiques: Drouot-Richelieu - Salle 1 Mercredi 30 et Jeudi 31 Mai de 11 heures à 18 heures Vendredi 1er Juin de 11 heures à 12 heures Téléphone pendant l'exposition publique: +33 (0)1 48 00 20 01 Experts: Christophe Kunicki T. Lot n° 184 Go to lot Estimation : 7000 - 9000 EUR Result without fees Result : 23 000EUR Stèle iconique. +33 (0)1 43 25 84 34 c.kunicki@orange.fr Sales conditions - Archéologie CLIQUEZ ICI POUR TÉLÉCHARGER LES CONDITIONS DE VENTES My orders Sale information Sales conditions Return to catalogue Stèle rectangulaire sculptée au sommet d'un - Lot 184 Stèle iconique. Bibliographie comparative: Yémen, au pays de la reine de Saba, catalogue d'exposition, Paris, 1997, p. Le long nez fin et triangulaire est flanqué d'yeux gravés, la pupille indiquée. Stèle rectangulaire sculptée au sommet d'un visage de face stylisé."",266,,,""Stela, alabaster. South Arabian rectangular icon stela with a stylised frontal face carved at the top. The face has a long, thin, triangular nose flanked by engraved eyes with indicated pupils."",""Stela, alabaster. South Arabian rectangular icon stela, sculpted at the top with a stylised frontal face. The facial features are rendered in a simplified manner, with a long, thin, triangular nose flanked by engraved eyes and indicated pupils. The object is described as a rectangular stela carved at the summit with a stylised face seen from the front. Comparative bibliography cited in the source: Yémen, au pays de la reine de Saba, exhibition catalogue, Paris, 1997."",103";;;;;;;
"103,0-آثارنا المنهوبة_5_p009_e7a20612,""Arts of the Islamic World including Fine Rugs and Carpets / Lot 194 194 A SILVER SWORD (SAIF) AND SCABBARD, YEMEN, 19TH CENTURY | Estimate 4,000 - 6,000 GBP bidding is closed Description 80cm. the single-edged triple fullered curved steel blade set with a silver-plated hilt with engraved decoration, the silver-plated scabbard with engraved vegetal motifs Condition Overall in good condition, minor patination to the blade, minor oxidation, minor dents and the knucle chain missing, as viewed. """"In response to your inquiry, we are pleased to provide you with a general report of the condition of the property described above. Since we are not professional conservators or restorers, we urge you to consult with a restorer or conservator of your choice who will be better able to provide a detailed, professional report. Prospective buyers should inspect each lot to satisfy themselves as to condition and must understand that any statement made by Sotheby's is merely a subjective, qualified opinion. Prospective buyers should also refer to any Important Notices regarding this sale, which are printed in the Sale Catalogue. NOTWITHSTANDING THIS REPORT OR ANY DISCUSSIONS CONCERNING A LOT, ALL LOTS ARE OFFERED AND SOLD AS IS"""" IN ACCORDANCE WITH THE CONDITIONS OF BUSINESS PRINTED IN THE SALE CATALOGUE."""" Catalogue Note Swords of this type were used in Yemen and Oman in the nineteenth century. The decoration of the hilt, with intricate floral scrolls, is reminiscent of similar workmanship produced in Hyderabad, a testimony of the strong links between India and the Arabian peninsula. For three comparable examples, see Hales 2013, p.245."",267,,,""Sword (saif) and scabbard, silver-plated steel and silver-plated metal, Yemen, 19th century. Single-edged triple-fullered curved steel blade with a silver-plated hilt and engraved decoration, accompanied by a silver-plated scabbard with engraved vegetal motifs."",""Sword (saif) and scabbard, silver-plated steel and silver-plated metal, Yemen, 19th century. The sword measures 80 cm and has a single-edged, triple-fullered curved steel blade set with a silver-plated hilt decorated with engraved floral scrolls. The silver-plated scabbard is decorated with engraved vegetal motifs. The object is described as being in overall good condition, with minor patination to the blade, minor oxidation, minor dents, and the knuckle chain missing."",104";;;;;;;
"104,0-آثارنا المنهوبة_5_p009_16162ad0,""Brazier of Rasulid Sultan al-Malik al-Muzaffar Shams al-Din Yusuf ibn 'Umar second half 13th century On view at The Met Fifth Avenue in Gallery 454 Braziers served as portable grills and heaters. The lionheaded knobs with rings provided receptacles for handles to transport the heated unit, while the confronted dragon heads on each side functioned as spit brackets. The names and honorifics mentioned in the monumental inscription identify the patron, the second ruler of the Rasulid dynasty (r. 1250–95). His dynastic emblem, a five‑petalled rosette upon a circular shield, features prominently on both sides of each corner bracket. Artwork Details Object Information Overview Catalogue Entry Signatures, Inscriptions, and Markings Provenance Exhibition History References Title: Brazier of Rasulid Sultan al-Malik al-Muzaffar Shams al-Din Yusuf ibn 'Umar Date: second half 13th century Geography: Probably made in Egypt Medium: Brass"",268,,,""Brazier, brass, second half 13th century. Probably made in Egypt. The object is associated with Rasulid Sultan al-Malik al-Muzaffar Shams al-Din Yusuf ibn 'Umar and bears a monumental inscription naming the patron."",""Brazier, brass, second half 13th century. Probably made in Egypt. This portable brazier was used as a grill and heater. It has lion-headed knobs with rings that served as receptacles for handles to transport the heated unit, and confronted dragon heads on each side that functioned as spit brackets. The monumental inscription names and honors the patron, identified as the second ruler of the Rasulid dynasty, al-Malik al-Muzaffar Shams al-Din Yusuf ibn 'Umar (r. 1250–95). His dynastic emblem, a five-petalled rosette on a circular shield, appears prominently on both sides of each corner bracket."",105";;;;;;;
