,artifact_id,pdf_name,page_num,numero_inventaire,type,description_texte_long,materiel,periode,dimensions,nom_musee_auction,etat,note,text_for_matching,id_page,upgr_desc
264,0-آثارنا المنهوبة_20_p032_f6012116,0-آثارنا المنهوبة_20.pdf,32,32,عملة يمنية قديمة,عملة يمنية قديمة، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة وبجانبه بعض الأحرف الالتينية غير واضحة المالمح، أما الوجه الآخر فيظهر فيه تجسيد لوجه آدمي.,معدنية فضة,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,12 مم، 2.47 جم,ebay,سيئة جدا,,"2  12 2.47 ebay An old Yemeni coin. An old Yemeni coin, on one face, appears to be an expression of the owl bird with some indiscretionary insignia, while the other appears to be an expression of a human face. Silver metal. Late 4th century, mid-second century, before the miles. 12 mm, 2.47 g",210.0,
265,0-آثارنا المنهوبة_20_p033_e55e377a,0-آثارنا المنهوبة_20.pdf,33,33,عملة يمنية قديمة,عملة يمنية قديمة مقعرة، على أحد وجهيها تجسيد لوجه آدمي وبجانبه مجموعة من حروف المسند... [ر، ي، د، ن،]... أما الوجه الآخر فيظهر فيه أيضاً تجسيد لوجه آدمي وبجواره طغرة بحروف المسند، يحيط بهما إطار على شكل أفعى.,معدنية,حوالي القرن الأول- الثاني الميلادي,14 ملم، 1.30 جرام,ebay,جيدة,,3 ... [ ]...  14 1.30 ebay - 14 1.30 ebay An old Yemeni coin.,211.0,
266,0-آثارنا المنهوبة_20_p034_1d594993,0-آثارنا المنهوبة_20.pdf,34,34,عملة يمنية قديمة,عملة يمنية قديمة، مقعرة، على احد وجهيها تجسيد لوجه آدمي وبجانبه مجموعة من حروف المسند [...ر، ي، د، ن،]... أما الوجه الآخر فيظهر فيه أيضاً تجسيد لوجه آدمي وبجواره طغر اء بحروف المسند يحيط بهما إطار على شكل أفعى.,معدنية,175 م.,15.4 ملم، 1.84 جم,ebay,جيدة جداً,,4 [... ]... . 175 . 15.4 1.84 ebay 175 . 15.4 1.84 ebay An old Yemeni coin.,212.0,
267,0-آثارنا المنهوبة_20_p035_2cbf1ee3,0-آثارنا المنهوبة_20.pdf,35,35,عملة يمنية قديمة,عملة يمنية قديمة، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة ، أما الوجه الآخر فيبدو أنه يحوي تجسيد لوجه آدمي .,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,8 مم ، 0.61 جم,ebay,سيئة جداً,,"5  8 0.61 ebay An old Yemeni coin. An old Yemeni coin, on one face, appears to be an expression of the owl bird, and the other appears to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 8 mm, 0.61 g",213.0,
268,0-آثارنا المنهوبة_20_p036_4747b1ef,0-آثارنا المنهوبة_20.pdf,36,36,عملة يمنية قديمة,عملة يمنية قديمة، على احد وجهيها ما يبدو أنه تجسيد لطائر البومة وبجانبه بعض الأحرف الالتينية غير واضحة المالمح، أما الوجه الآخر فيحوي تجسيد لوجه آدمي وعلى خده حرف ن بالمُسند.,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,(8 مم، 0.54 جم),ebay,سيئة,,"6  (8 0.54 ) ebay An old Yemeni coin. An old Yemeni coin, on one face, appears to be an expression of the owl bird, along with some indiscretionary insignia, while the other has an expression of a human face and on his cheek is an ""N"" with a pavilion. Metal. Late 4th century, mid-second century, before the miles. (8 mm, 0.54 cm)",214.0,
269,0-آثارنا المنهوبة_20_p037_2d4043d3,0-آثارنا المنهوبة_20.pdf,37,37,عملة يمنية قديمة,عملة يمنية قديمة، على أحد وجهيها ما يبدو أنه تجسيد لطائر البومة وبجانبه بعض الأحرف اللاتينية غير واضحة الملامح، أما الوجه الآخر فيبدو أنه يحوي تجسيد لوجه آدمي.,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,7 مم، 0.48 جم,ebay,سيئة جداً,,"7  7 0.48 ebay An old Yemeni coin. An old Yemeni coin, on one face, appears to be an expression of the owl bird with some vague Latin characters next to it, while the other appears to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 7 mm, 0.48 g",215.0,
270,0-آثارنا المنهوبة_20_p038_a18becd5,0-آثارنا المنهوبة_20.pdf,38,38,عملة يمنية قديمة,عملة يمنية قديمة،على احد وجهيها ما يبدو أنه تجسيد لطائر البومة ، أما الوجه الآخر فيحوي تجسيد لوجه آدمي على خدة حرف النون بالمسند,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,7 مم، 0.35 جم,ebay,سيئة جداً,,"8 - 7 0.35 ebay An old Yemeni coin. An old Yemeni coin, on one face, which seems to be an expression of the owl bird, and the other has a human face on the nose cheek with a pad. Metal. Late 4th century, mid-second century, before the miles. 7 mm, 0.35 g",216.0,
271,0-آثارنا المنهوبة_20_p039_8d185c48,0-آثارنا المنهوبة_20.pdf,39,39,عملة يمنية قديمة,عملة يمنية قديمة على احد وجهيها ما يبدو أنه تجسيد لطائر البومة وبجانبه بعض الأحرف الالتينية غير واضحة المالمح، أما الوجه الآخر فيبدو أنه يحوي تجسيد وجه آدمي.,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,(8 مم، 0.54 جم),ebay,جيدة,,"9  (8 0.54 ) ebay An old Yemeni coin. An old Yemeni coin on one of its faces, which appears to be an expression of the owl bird and with some indiscretionary insignia, the other appears to contain a human face. Metal. Late 4th century, mid-second century, before the miles. (8 mm, 0.54 cm) ebay",217.0,
272,0-آثارنا المنهوبة_20_p040_f8c329c1,0-آثارنا المنهوبة_20.pdf,40,40,عملة يمنية قديمة,عملة يمنية قديمة على احد وجهيها ما يبدو أنه تجسيد لطائر البومة وبجانبه بعض الأحرف الالتينية غير واضحة المالمح، اما الوجه االخر مطموس,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,6 مللي متر، 0.43 جرام,ebay,سيئة جدا,,"0 - 6 0.43 ebay An old Yemeni coin. An old Yemeni coin on one of its faces, which seems to be an expression of the owl bird, with some indiscretionary inklings, but the other face is sealed. Metal. Late 4th century, mid-second century, before the miles. 6 millimeters, 0.43 grams ebay",218.0,
273,0-آثارنا المنهوبة_20_p041_ecea2d90,0-آثارنا المنهوبة_20.pdf,41,41,عملة يمنية قديمة,عملة يمنية قديمة، على احد وجهيها تجسيد لطائر البومة، أما الوجه الآخر فيبدو أنه يحوي تجسيد لوجه آدمي.,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,12 مم، 1.09 جم,ebay,سيئة جداً,,"1  12 1.09 ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird, on the other, it seems to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. 12 mm, 1.09 g",219.0,
274,0-آثارنا المنهوبة_20_p042_39bd1309,0-آثارنا المنهوبة_20.pdf,42,42,عملة يمنية قديمة,عملة يمنية قديمة، على احد وجهيها تجسيد لطائر البومة، أما الوجه الآخر فيبدو أنه يحوي تجسيد لوجه آدمي.,معدنية,أواخر القرن الرابع- منتصف القرن الثاني قبل الميالد,(8 مم، 0.52 جم),ebay,سيئة جداً,,"2  (8 0.52 ) ebay An old Yemeni coin. An old Yemeni coin, on one face, is an expression of the owl bird, on the other, it seems to contain an expression of a human face. Metal. Late 4th century, mid-second century, before the miles. (8 mm, 0.52 cm)",220.0,
275,0-آثارنا المنهوبة_20_p043_9bbf2b5f,0-آثارنا المنهوبة_20.pdf,43,43,عملة يمنية إسالمية رسولية,عملة يمنية إسالمية رسولية غير واضحة المالمح عليها كتابات اثرية إسالمية,فضة,1321 - 1363 م,غير واضحة,ebay,سيئة,,"3 1321 - 1363 ebay A Muslim coin, a messenger. An indistinct, anonymous, Islamic Yemeni coin with an archaeology in it. Silver. 1321 - 1363 m Indistinct. ebay Bad.",221.0,
276,0-آثارنا المنهوبة_20_p044_2e039779,0-آثارنا المنهوبة_20.pdf,44,44,عملة يمنية إسالمية رسولية,عملة يمنية إسالمية رسولية مطموسة المالمح عليها كتابات ثرية إسالمية غير واضحة,فضة,1321 - 1363 م,,ebay,جيدة,موقع القطعة: المملكة المتحدة,"4 1321 - 1363 ebay : A Muslim coin, a messenger. A Muslim Yemeni coin, a messenger, obliterated, inspired by an indistinct Islamic rich writing. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom",222.0,
277,0-آثارنا المنهوبة_20_p045_9156a25d,0-آثارنا المنهوبة_20.pdf,45,45,عملة يمنية إسالمية رسولية,عملة يمنية إسالمية رسولية)(درهم عليها كتابات اثرية إسالمية,فضة,1321 - 1363 م,,ebay,جيدة جدا,,"5 )( 1321 - 1363 ebay A Muslim coin, a messenger. An Islamic Yemeni coin, a messenger... . ..brings in an Islamic antique. Silver. 1321 - 1363 m ebay Very good.",223.0,
278,0-آثارنا المنهوبة_20_p046_462aae8f,0-آثارنا المنهوبة_20.pdf,46,46,عملة يمنية إسالمية رسولية,عملة يمنية إسالمية رسولية)(درهم عليه كتبات اثرية إسالمية واضحة,فضة,1321 - 1363 م,,ebay,جيدة جدا,,"6 )( 1321 - 1363 ebay A Muslim coin, a messenger. A Muslim coin, a messenger... ..turned on it clear Islamic archaeological books. Silver. 1321 - 1363 m ebay Very good.",224.0,
279,0-آثارنا المنهوبة_20_p047_939f11c5,0-آثارنا المنهوبة_20.pdf,47,47,عملة يمنية إسالمية رسولية,عملة يمنية إسالمية رسولية. (درهم) عليه كتابات اثرية إسالمية,فضة,1321 - 1363 م,,ebay,جيدة,موقع القطعة: المملكة المتحدة,"7 .  1321 - 1363 ebay : A Muslim coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom",225.0,
280,0-آثارنا المنهوبة_20_p048_5801f2d6,0-آثارنا المنهوبة_20.pdf,48,48,عملة يمنية إسالمية رسولية,عملة يمنية إسالمية رسولية .)(درهم,فضة,1321 - 1363 م,,ebay,جيدة,,"8 .)( 1321 - 1363 ebay A Muslim coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good.",226.0,
281,0-آثارنا المنهوبة_20_p049_701e2dca,0-آثارنا المنهوبة_20.pdf,49,49,عملة,عملة يمنية إسالمية رسولية .)(درهم,فضة,1321 - 1363 م,,ebay,جيدة,موقع القطعة: المملكة المتحدة,"9 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom",227.0,
282,0-آثارنا المنهوبة_20_p050_a1da5613,0-آثارنا المنهوبة_20.pdf,50,50,عملة,عملة يمنية إسالمية رسولية .)(درهم,فضة,1321 - 1363 م,,ebay,جيدة,موقع القطعة: المملكة المتحدة,"0 .)( 1321 - 1363 ebay : Currency A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom",228.0,
283,0-آثارنا المنهوبة_20_p051_1c6be826,0-آثارنا المنهوبة_20.pdf,51,51,عملة يمنية إسالمية رسولية,عملة يمنية إسالمية رسولية .)(درهم,فضة,1321 - 1363 م,,ebay,جيدة,موقع القطعة: المملكة المتحدة,"1 .)( 1321 - 1363 ebay : A Muslim coin, a messenger. A Muslim coin, a messenger. Silver. 1321 - 1363 m ebay Good. Location of the piece: United Kingdom",229.0,
