artifact_id;pdf_name;page_num;numero_inventaire;type;description_texte_long;materiel;periode;dimensions;nom_musee_auction;etat;note;lien_ok
0-آثارنا المنهوبة_10_p019_6f0de64e;0-آثارنا المنهوبة_10.pdf;19;3;نقش;نقش من البرنز مكون من ستة اسطر يوجد في الجهة العليا من النقش فتحة دائرية الشكل;البرونز;الزمنية قبل ع30 قبل الميالد - 130 م;22.9 × 31.1 سم / 9 × 12 1/4 بوصة;Barakat;;PF.5530;
0-آثارنا المنهوبة_10_p020_d18e8f96;0-آثارنا المنهوبة_10.pdf;20;4;تمثال;تمثال المرأة. تمثال ألمرة تقف على قدمان ضاممه ذراعيها على صدرها مالمح الوجه واضحة.;رخام;1200 قبل الميالد-600 قبل الميالد;68.8 × 27.3 سم;;;;
0-آثارنا المنهوبة_10_p021_bc77bf78;0-آثارنا المنهوبة_10.pdf;21;5;تمثال لحيوان الخروف;تمثال من المرمر لحيوان الخروف واضح المالمح يقف على قاعدة له قرون كبيرة منحنية الى الخلف. العينان واضحتان.;مرمر;3000 قبل الميالد- 2000 قبل الميالد;"االرتفاع 17.3 سم؛ االرتفاع 6 3/4 بوصة";Barakat;;ل510;
0-آثارنا المنهوبة_10_p022_75d2072c;0-آثارنا المنهوبة_10.pdf;22;1;تمثال لرجل;تمثال لرجل يقوم، على قاعدة مستطيلة متكاملة، ذراعيه ممدودة للأمام، مرتديا ثوبا وسيفا مثبتا في حزامه، ووجهه البيضاوي العريض بفم صغير، أنف مثلث عريض وعينان كبيرتان على شكل لوز، حدقة العين محفورة، بحواجب مقوسة، واللحية مصنوعة من ثلاثة صفوف من التنقيط، والشعر منتهي تقريبا من الأعلى والخلف، ونقش على القاعدة نقش بخط المسند.;مرمر;حوالي القرن2-1 قبل الميالد;12¾ in. (32.4 cm);Christies;جيدة;;
0-آثارنا المنهوبة_10_p023_9afad18b;0-آثارنا المنهوبة_10.pdf;23;2;عقد;عقد من الذهب مكون من ستة عشر خرزة مزخرفة تنتهي بتعليقة تدلى الى األسفل دائرية;ذهب;حوالي القرن5 قبل الميالد;1 7/16 بوصة (3.7 سم) طويل;Christies;جيدة;;
0-آثارنا المنهوبة_10_p024_d48fb288;0-آثارنا المنهوبة_10.pdf;24;3;تمثال لرجل;تمثال لرجل جالسا ، ذو شكل منمق ، مع جبين مجعد وأنف طويل مستقيم;حجر الجيري;األلفية1 قبل الميالد;27½ in. (70 cm.);Christies;جيدة;;
0-آثارنا المنهوبة_10_p025_c53a961d;0-آثارنا المنهوبة_10.pdf;25;4;شاهد;شاهد لراس رجل ذو وجه بيضاوي ، حواجب رفيعة محززة تتقوس فوق عيون لوزية كبيرة غائرة ذات غطاء سميك ، مع أنف طويل مثلث ، شفاه رفيعة مستقيمة ، شاربه ولحيته يشار إليهما بثالثة صفوف من التنقيط ، اخترقت شحمة الأذن .;مرمر;القرن االول قبل الميالد– القرن االول الميالدي;10½ in. (26.7 cm;Christies;جيدة;;
0-آثارنا المنهوبة_10_p026_f6a8f9a9;0-آثارنا المنهوبة_10.pdf;26;5;مخطوطة;وهو شرح لمحمد بن أبي بكر الخبيصي (ت1398 م)، جمال الدين بن عمر بن الحاجب (ت1249 م)، كفاية ضاوي الأدب في علم الكلام العرب، اليمن 1193 ه، كتاب ابن الأثير المثال الصير في أدب الكاتب الشاعر، اليمن، اليمن، القرن17، ديوان شرح أبو العلاء المعري، أواخر القرن18/19، وديوان الشرح المتنبي 1074 ه، ومخطوطة عثمانية مؤرخة في عام 1081 ه، لوحة نصية.;مخطوط;القرن17 م وما بعده;6 5/8 x 3 5/8 in. (16.8 x 9.2 cm);;;;
0-آثارنا المنهوبة_10_p027_dca79307;0-آثارنا المنهوبة_10.pdf;27;6;مخطوط عربي;كتاب علي بن الحسين بن عز الدين الي ماني الشامي (ت1708 م) إرشاد العباد، منسوخ خلال حياة المؤلف، مخطوطة عربية على ورق 52 وما يليها. باإلضافة إلى 1708 ورقة ذبابة، كل ورقة بها 52 ل. من النسخ األسود، بعض الكلمات باللون األحمر، الكلمات المفتاحية، بيانات النسخ بتاريخ األربعاء 2 شعبان 19ه، في تجليد حديث، وبدر الدين أبو محمد محمود بن أحمد العيني (ت1451 م) فوائض القاليد شارح الشهداء الشهداء، مخطوطة عربية على ورق 189 وما يليها، باإلضافة إلى 1 ورقة ذبابة، كل ورقة بها 21 ل من النسخ األسود، وبعض الكلمات باللون األحمر، وعبارات تحتها خط باللون األحمر، وكلما ت الداللة، بيانات النسخ بتاريخ 27 رمضان 1097 ه، في غالف ورقي رخامي غالف;محطوط;القرن17م;8 x 5 1/8in. (20.2 x 13.3cm.) and 8¼ x 5 5/8in. (20.8 x 14.5cm.) (2);Christies;جيدة;;
0-آثارنا المنهوبة_10_p028_00665aaa;0-آثارنا المنهوبة_10.pdf;28;7;تمثال لراس أمرأة;رأس تمثال ال مراء ة واضحة المالمح االنف بارز , والفم نفذ على شكل خط مستقيم , واالذانان واضح ت ان و ,الشعر طويل يمتد الى الرقبة;مرمر;حوالي القرن1 قبل الميالد;7 1/2 in. (19 cm.);Christies;جيدة;;
0-آثارنا المنهوبة_10_p029_e9def20a;0-آثارنا المنهوبة_10.pdf;29;8;لوح خشبي;جزء من كرسي مصحف يغطيه زخارف كتابية وزخارف هندسية ملونة محصورة داخل براويز مستطيلة ومربعة.;الخشب;حوالي القرن15 م;12 x 24½in. (30.5 x 62.5cm);Christies;يوجد بها بعض التلف في الجزء الأعلى من الكرسي (ثقب);;
0-آثارنا المنهوبة_10_p030_ccd8e31d;0-آثارنا المنهوبة_10.pdf;30;9;مخطوطة عربية;فتح الباري في شهر صحيح البخاري. نسخ إلمام اليمن المهدي عباس (حكم 1748-75م) بتاريخ 5 محرم 1184/1 مايو 1770م. تعليق مشهور على صحيح البخاري، مخطوطة عربية على ورق 290 وما يليها، باإلضافة إلى 1 ورقة ذبابة، كل صحيفة بها 34 ل. من النسخ الأسود، العناوين في النسخ الأخضر الأكبر، قواعد النص الأحمر المزدوج، الافتتاح بغطاء رأس مضيء وبسم هللا الذهبي والفضي الأنيق، فتح شمس ة، بغالف مغربي أسود مختوم بطغرة سلطان عبد العزيز.;مخطوط;5 محرم 1184 / 1 مايو 1770م;10 x 5¼in. (25.4 x 13.4cm.);;;;
0-آثارنا المنهوبة_10_p031_29d014fc;0-آثارنا المنهوبة_10.pdf;31;10;عملة (دينار);عبارة عن 21 عملة صليحيه اليمن، علي بن محمد 439-59/ه 1047-67 م)، دينار 2.49 ز، زبيد 451، ناعم جدا;فضة;(439-59/ه1047-67 م;;Christies;جيدة;12;https://www.christies.com/lot/lotinfo/1726909
0-آثارنا المنهوبة_10_p032_488d02d7;0-آثارنا المنهوبة_10.pdf;32;1;مخطوط عبري;مخطوطة عبرية مضمونها بحسب المزاد ديوان قصائد، مستطيلة الشكل;ورق;القرن 18/19;34 سم;LOT - ART;جيدة جدا;;https://www.lot-kedem.com/auction/14.2.23/manuscript_diwan-Yemen/288
0-آثارنا المنهوبة_10_p033_71f40a11;0-آثارنا المنهوبة_10.pdf;33;2;عقد مرجاني;عقد من يسر بحري اسود يتكون من 34 حبة متساوية الأحجام.;أحجار كريمة، مرجان;القرن19;;LOT - ART;ممتازة;;https://www.lotcatawiki-27.1.23-bead_34-century/66081029
0-آثارنا المنهوبة_10_p034_759f2660;0-آثارنا المنهوبة_10.pdf;34;3;مخطوط عبري;مخطوط قطع صغير حبش ي، كُ تب على ورق بالحبر الأسود غير واضح المضمون;ورق;القرن19;13X8 سم;LOT - ART;سيئة;;https://www.lot-art.com/auction/Manuscript-Shirot-century-19th-the-Yemen-moreshet/88
0-آثارنا المنهوبة_10_p035_e38aa48c;0-آثارنا المنهوبة_10.pdf;35;4;مخطوط عبري;مخطوط حبشي، من القطع الوسط كُتب على ورق بالحبر الأسود غير واضح المضمون.;ورق;القرن 17/18;11X8 سم;LOT - ART;سيئة;;https://www.lot-art.com/auction/01.2.23-handwritten_autograph-Century/87-17th18th-Yemen-More-and-oreshet
0-آثارنا المنهوبة_10_p036_28dbcca0;0-آثارنا المنهوبة_10.pdf;36;5;مخطوط عبري;مخطوط حبشي، من القطع الوسط، كُتب على ورق بالحبر الأسود، غير واضح المعالم.;ورق;القرن 19;17 x 23 سم;LOT - ART;سيئة;;https://www.lot-art.com/auction/lot/Manuscript-haftarot-with-Onkelos-Translation-Yemen-19th-Century/89-moreshet
0-آثارنا المنهوبة_10_p037_14408a7d;0-آثارنا المنهوبة_10.pdf;37;6;مخطوط عبري;مخطوط حبش ي، من القطع الوسط كُ تب على ورق بالحبر الأسود، غير واضح المعالم.;ورق;القرن الثامن عشر / التاسع عشر;32x23 سم;LOT - ART;سيئة;;https://www.lot-art.com/auction/taj_manuscript-18th19th-century/90
0-آثارنا المنهوبة_10_p038_0a64cd36;0-آثارنا المنهوبة_10.pdf;38;7;شاهد قبر;شاهد قبر آدمي يبرز، منه وجه رجل بمالمح حزن واضحة;حجر الألبستر;300 ق.م;"عرض 165 مم ؛ 6.52 كجم";LOT - ART;ممتازة;;https://www.lot-art.com/auction-lots/Taj-moreshet-01.2.23-the-Yemen-Manuscript-Century/90
0-آثارنا المنهوبة_10_p039_c2cc43e7;0-آثارنا المنهوبة_10.pdf;39;8;تمثال لحيوان الثور;تمثال لحيوان الثور من حجر الرخام، بألوان متراكبة، ذو حجم صغير، يقف على أربعة أرجل إحداها مكسورة.;حجر الرخام;300 ق.م-100 م;"L: 140 مم / W: 210 مم ؛ 3.14 كجم";LOT - ART;جيدة;;https://www.lotart.com/auction/29.1.23-south_arabian-lots/BULL/360-ALABASTER-ARABIAN
0-آثارنا المنهوبة_10_p040_6659a3f8;0-آثارنا المنهوبة_10.pdf;40;9;شاهد قبر;شاهد قبر برأس آدمي من حجر الألبستر، يبرز منه الوجه بملامح واضحة، يوجد بعض الكسور في الأنف، كما تمتد من أسفله رقبة طويلة.;ألبستر;نهاية الألفية الأولى قبل الميلاد;ارتفاع 24.5 سم مع الحامل;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/Kingdom-of-Sheba-Alabaster-Stele-H-245-cm-1st-millennium-BC-Fragment/65688415-catawiki-29.1.23
0-آثارنا المنهوبة_10_p041_dfd46008;0-آثارنا المنهوبة_10.pdf;41;10;مخطوط عبري;مجموعة أوراق من مخطوط عبري، بحسب المزاد فإن موضوعات المخطوط حول بن سيرا وإلداد حداني.;ورق;القرن الثامن عشر;12X8 سم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/Kingdom-of-Sheba-Upper-Alabaster-Stele-245-cm-1st-millennium-BC-Fragment-catawiki-29.1.23-kingdom_sheba
0-آثارنا المنهوبة_10_p042_192fe7a5;0-آثارنا المنهوبة_10.pdf;42;11;منحوتة جدارية لوجه امرأة;منحوتة آدمية من حجر الرخام، تبرز منها رأس امرأة، تسريحة شعرها عبارة عن ضفائر ملولبة، كما يبرز من خلف الرأس نحت إشعاعي.;حجر الرخام;القرنين الأول والثاني الميلاديين;17 سم;LOT - ART;جيدة جداً;;https://www.lot-kingdom_sheba-art.com/auction-lots/Kingdom-Sheba-Alabaster-beautiful-face-woman-H-17-cm-1st-2nd-century-AD/64223113?catawiki=9.1.23
0-آثارنا المنهوبة_10_p043_6bc97a28;0-آثارنا المنهوبة_10.pdf;43;12;منحوتة حجرية;منحوتة من الحجر الجيري مربعة الشكل، جُسد عليها شكلان آدميان واقفان، يعلوهما سطر بخط المسند الغائر، بعضها واضح والبعض الآخر غير واضح.;حجر جيري;الألفية الأولى قبل الميلاد;"L: 130mm / W: 130mm ؛ 26.2 كلغ";LOT - ART;جيدة;;https://www.lot-art.com/auction/south_arabian-stone-inscribed-stele/65383361
0-آثارنا المنهوبة_10_p044_4c5d9f37;0-آثارنا المنهوبة_10.pdf;44;13;وجه آدمي;وجه لتمثال آدمي من حجر الرخام بملامح حزينة، تبرز منه ملامح الوجه بوضوح بأنف وعينين وحاجبان بارزين، يتوسط العينان ثقبين غير غائرين كانت تطعم بأحجار كريمة، وأما الفم فمثّل بخط غائر مستقيم.;حجر الرخام;القرن الثالث إلى القرن الأول قبل الميلاد;5 سم - 3 5/16 بوصة;LOT - ART;ممتازة;;https://www.lot-art.com/auction-catawiki-16.1.23-south_arabian-Marble-South_Arabian-Sabaean-Head/65299881
