artifact_id;wb_txt_shrt;wb_txt_lg;looted_text
31-آثارنا المنهوبة_31_p013_2f2416a9;Statue head, material not specified, H. 17 cm.;Statue head, material not specified, height 17 cm. The catalogue entry provides no further technical or typological details beyond the object designation and measurement.;Statue head, marble, human figure, carved in stone. The object is described as the head of a statue, with a human form, made of marble.
31-آثارنا المنهوبة_31_p016_f4871bc9;Portrait of a dignitary, height 23 cm.;Portrait of a dignitary, height 23 cm. The source text identifies the object as a rare portrait of a dignitary and gives its height as 23 cm. No further information is provided in the source text regarding material, technique, date, provenance, or condition.;Human statue, marble. Statue of a man carved in white marble, with a clearly shaped and sharply cut head. The face is described as gloomy, with semi-oval carved eyes, eyebrows above the eyes, a pierced nose, full and relaxed lips, and ears clearly indicated on both sides of the head and pierced. The hairstyle consists of short locks arranged in square and rectangular forms, and the neck is broad.
31-آثارنا المنهوبة_31_p017_aa106c3f;Auction notice, text on paper, concerning condition, dimensions, bidding, VAT, and pre-emption rights.;Auction notice, text on paper, giving general sale conditions and catalogue disclaimers. It states that, because of age and nature, many lots are not in their original condition and that catalogue or condition report descriptions may mention damage and/or restoration for inspection purposes only. It also notes that dimensions are provided for information only and are not guaranteed. The text includes a notice that for lots sold by a non-resident seller, the buyer must pay 5.5% VAT in addition to the hammer price, refundable upon proof of export outside the EEC within one month. It further states that if two simultaneous bids are recognized, the lot will be offered again, and that a representative of the French State may exercise the pre-emption right during the auction, with the declaration recorded in the official sale record.;"Human statue, bronze. Head of a bronze statue representing a young man with a clear gaze; the eyes are prominent, the nose is straight, and the mouth has full lips. The hair is arranged in strands ending in forward and side waves, and the head is crowned with a vegetal wreath surmounted by a decorative element."
31-آثارنا المنهوبة_31_p018_b1646d5e;Statuette, material not specified, of a ram. L. 13.5 cm.;Statuette, material not specified, in the form of a ram. The object is recorded with a length of 13.5 cm. No further technical, chronological, or condition information is provided in the source text.;Animal statue, marble, depicting a standing sheep with a clearly stylized form. The animal has large curved horns with spiral or snail-like terminals, a marked head, eyes not clearly represented, and a mouth indicated by a curved line. The body is cylindrical, and the statue stands on four legs. Dated to the second half of the 1st millennium BCE.
31-آثارنا المنهوبة_31_p019_92190aac;Statuette, material not specified, representing a young leaping cervid with the body slightly turned to the right. Height: 25.5 cm.;Statuette, material not specified, representing a young leaping cervid with the body slightly turned to the right. The figure is described as a young cervid in motion, with a dynamic pose and a slight turn of the body toward the right. Height: 25.5 cm.;Animal statue, bronze, depicting a young male deer in a crouching position with the body turned to the right. The head is defined, with prominent ears and short horns. The body is rendered in a fluid manner, and the front legs are missing. The surface is covered with a layer of green bronze corrosion. Dated to the second half of the first millennium BC.
31-آثارنا المنهوبة_31_p021_4561609d;Stone pillar stela, Ancient South Arabian, dated to the 1st century B.C.;"Stone pillar stela, made of stone and attributed to Ancient South Arabian culture, dated to the 1st century B.C. The object is identified as a pillar stela; no further technical, dimensional, or inscriptional details are provided in the source text.";"Tombstone, limestone. Rectangular grave marker with a human face in relief or carved depiction, showing raised eyebrows, rectangular nose, and a white mouth; described as “Jerry’s Stone.” Dated to the first century BCE."
31-آثارنا المنهوبة_31_p022_02bfec92;"No object is described in the source text; it contains only auction and condition-report notices relating to archaeological lots.";No object type, material, typology, dimensions, period, or technical description is provided in the source text. The text consists of general auction information and disclaimers concerning the condition of lots, possible damages or restorations, and the non-guaranteed nature of dimensions stated in the catalogue or condition report. It does not contain a specific archaeological object record.;"Tombstone, limestone. Irregular grave marker carved in limestone, with a sculpted human face. The source text describes it as an irregular, semi-rivaled grave of limestone and notes that the face was sculpted on a human face; no further details are provided."
31-آثارنا المنهوبة_31_p023_42ffe533;Stela, stone, inscribed with the name of the deceased. This large inscribed stela was probably set into the ground at the place where the body lay.;Stela, stone, large inscribed monument bearing the name of the deceased. The object is described as probably having been set into the ground at the very spot where the body rested. No further technical details, dimensions, or dating are provided in the source text.;Object, material not specified, with dimensions 3.5 x 25.5.
31-آثارنا المنهوبة_31_p025_a27af77d;Stela, stone, representing the head of a man with a triangular face and barely indicated hair. A basin with a crenellated rim is present at the base of the neck. South Arabian Peninsula, 1st millennium BC. Height: 67 cm.;Stela, stone, in the form of a large iconic representation of a man's head, with a triangular face and hair only lightly indicated. An inscription is probably apocryphal. The object has a basin with a crenellated rim at the base of the neck. It is noted as being in very good condition, with a few chips. South Arabian Peninsula, 1st millennium BC. Height: 67 cm.;Object type not specified, material not specified. The source text only gives the name “PERRE BERGE & Associes” and does not provide any archaeological or object-specific information.
31-آثارنا المنهوبة_31_p026_d235d123;"Votive plaque, stone, inscribed with eight lines in Qatabanite characters. It preserves a dedication by Sa'adil of the clan of Ab'am to Hawkam Nabat. Height 31.5 cm; width 26.6 cm.";"Votive plaque, stone, inscribed with eight lines in Qatabanite characters. The inscription records a dedication by Sa'adil of the clan of Ab'am to Hawkam Nabat. The proper names in this dedication are already known from other Qatabanite inscriptions. Palaeographically, the monument appears to be close to periods C and D of A. Petite lacune at the lower left corner; otherwise in very good condition. The deity Hawkam is identified in the source as a goddess. Height 31.5 cm; width 26.6 cm.";"Tablet, bronze, with an inscription and window holes distributed on three angles for stabilization. The engraved text records a vow made by a person named Saad El for the Abed, who was tried at Shebhan’s temple, invoking the gods Athtar, uncle, and prophet; the vow was made on his behalf and on behalf of his brother and his son. Dimensions recorded as 31.5 x 26.6 cm."
