0-آثارنا المنهوبة_10_p036_28dbcca0;سيئة;;https://www.lot-art.com/auction/lot/Manuscript-haftarot-with-Onkelos-Translation-Yemen-19th-Century/89-moreshet;Hebrew manuscript;Ahjusshi manuscript, from the middle pieces, written on black ink paper, is unclear.;Paper.;19th Century;17 x 23 cm;LOT - ART;Bad.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p037_14408a7d;;https://www.lot-art.com/auction/taj_manuscript-18th19th-century/90;Hebrew manuscript;My habash manuscript, from the middle pieces as a leaf on black ink, is unclear.;Paper.;18th Century / 19th Century;32x23 cm;LOT - ART;Bad.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p038_0a64cd36;https://www.lot-art.com/auction-lots/Taj-moreshet-01.2.23-the-Yemen-Manuscript-Century/90;A tombstone.;A human tomb witness comes out of him, a man's face with a clear sign of grief.;Albister Stone.;300 B.C.E.;165 mm width;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p039_c2cc43e7;جيدة;;https://www.lotart.com/auction/29.1.23-south_arabian-lots/BULL/360-ALABASTER-ARABIAN;A statue of the bull's animal.;A statue of the bull's animal from the marble stone, with coated colors, small size, standing on four legs, one broken.;Marblestone.;300 B.C. 100 B.C.E.;L: 140 mm / W: 210 mm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p040_6659a3f8;جيدة;;https://www.lot-art.com/auction-lots/Kingdom-of-Sheba-Alabaster-Stele-H-245-cm-1st-millennium-BC-Fragment/65688415-catawiki-29.1.23;A tombstone.;He saw a human head grave from Albister Stone, from which the face appeared with clear glimpses, with some fractures in the nose, as it stretches from the bottom of a long neck.;Albister.;End of the first millennium BC;24.5 centimeters high with the carrier.;LOT - ART;Good.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p041_dfd46008;https://www.lot-art.com/auction-lots/Kingdom-of-Sheba-Upper-Alabaster-Stele-245-cm-1st-millennium-BC-Fragment-catawiki-29.1.23-kingdom_sheba;Hebrew manuscript;A collection of papers from a Hebrew manuscript, according to the auction, the subject matter of the manuscript is about Ben Sira and Eldad Hadrani.;Paper.;Eighteenth century;12x8 cm;LOT - ART;Good.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p042_192fe7a5;جيدة جداً;;https://www.lot-kingdom_sheba-art.com/auction-lots/Kingdom-Sheba-Alabaster-beautiful-face-woman-H-17-cm-1st-2nd-century-AD/64223113?catawiki=9.1.23;A mural sculpture of a woman's face.;A human carved from a marble stone, of which a woman's head appears, her hairstyle is a molten braid, and a radiation sculpture appears from behind the head.;Marblestone.;1st and 2nd century AD;17 cm;LOT - ART;Very good.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p043_6bc97a28;جيدة;;https://www.lot-art.com/auction/south_arabian-stone-inscribed-stele/65383361;Stone sculpture.;It is carved from a square-shaped limestone, with two standing human shapes, with a line above them in the drifting citrus line, some clear and others unclear.;Jerry's Stone.;First millennium BC;L: 130mm / W: 130mm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p044_4c5d9f37;ممتازة;;https://www.lot-art.com/auction-catawiki-16.1.23-south_arabian-Marble-South_Arabian-Sabaean-Head/65299881;A human face.;The face of a human statue of the marble stone with sad glimpses, from which the facial features clearly appear with prominent nose, eyes and eyebrows, the eyes mediated unholy holes fed with gems, and the mouth represented a straight, drifting line.;Marblestone.;Third to first century BC;5 cm - 3 5/16 inches;LOT - ART;Excellent.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p045_99bfbf8c;17.5 سم X 19 سم;LOT - ART;ممتازة;;https://www.lotart.com/auction-lots/Kingdom-of-Sheba/Antonovich-Collection/63124551/figure-Bull-Alabaster-L-175-cm-1st-millennium-BC-20.11.22/;A statue of the bull's animal.;A statue of the bull from Albister Stone, standing on a rectangular base, the gaps between the feet are designed from the same block of stone, the bull's eyes are fed with blue gems, and the two horns are on a circular disk that is likely to embody the moon, behind which the ears emerge.;Albister Stone.;End of the first millennium BC;17.5 cm x 19 cm;LOT - ART;Excellent.;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p046_12e811d2;ممتازة;catawiki 20.11.22;https://www.lot-art.com/auction-lots/Kingdom-of-Sheba-Bull-Alabaster-Figure-Ex-Antonovich-Collection/63124551;A statue of the bull's animal.;A statue of the bull's animal from Albister Stone, standing on a rectangular base, the gaps between the feet designed from the same block of stone, the head rises probes like horns and ears.;Albister Stone.;End of the first millennium BC;13.5 cm x 5.13 cm;LOT - ART;Excellent.;catawiki 20.11.22;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p047_7c49c159;ممتازة;;https://www.lot-art.com/auction-lots/Kingdom-of-Sheba-A-plaque-with-bull-effigy-19-5-cm-H-1st-millennium-BC-lots/Antonovich-catawiki-19.11.22-kingdom_sheba-collection/63383769C;A mural from which Thor's head appears.;A mural of Albister Stone, from which Thor's head appears with clear glimpses around the eyes of several relatively prominent lines, and the head has probes representing ears and horns, but the left horn is broken.;Albister Stone.;End of the first millennium BC;19.5 cm;LOT - ART;Excellent.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p048_56226172;الحقبة المبكرة من الألفية الأولى قبل الميلاد;17.3 سم × 32.8 سم;LOT - ART;جيدة;;https://www.lot-ancient-near-east-art.com/auction/19.1.23/emi-art/ancient_near-East_African-Figure/61-Seated-Limestone;A human statue sitting in a chair.;A human statue of limestone, sitting in a chair, in a position of worship, with a clear nose and eyebrows and eyes closed, with a haircut hanging down, while the rest of the body is somewhat neglected, its details are not very clear.;Jerry's Stone.;Early millennium B.C.;17.3 cm x 32.8 cm;LOT - ART;Good.;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p049_1fc29c1e;LOT - ART;ممتازة;;https://www.lot-art.com/auction/26.1.23-south_arabian-AD/54-CENTURY-1ST-BC-CENTURY-1ST-CIRCA-HEAD;He saw a grave in a human head.;Watch a woman's tomb, from the albster stone, the hair drops down from the bottom of the ear, behind the head is the eye triangle of the eye of the tachyon of the tachyon, above them are the eyebrow of the tachyon of the tachyon, also the nose is a distinct straight nose, underneath which the mouth is represented by a distinct horizontal line.;Albister Stone.;1st century BC - 1st century AD;18.4 cm;LOT - ART;Excellent.;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p050_18cac402;;https://www.lot-art.com/auction/south_arabian-BULL-VOTIVE-STONE-ALTAR/381apollo-29.1.23;Episode table (sacrifice);A table of limestone graffiti presented by Thor's head with clear glimpses, two eyes above the horns and ears, on which there is a small deep tidal stream on its surface.;Jerry's Stone.;300 B.C.E.;L: 75mm / W: 385mm;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p051_34a7616b;;https://www.lotart.com/auction/south_arabian-funerary-stone-apollo-29.1.23-south_arabian-bull-head-with-stele/361;A mural.;A mural of albster stone from which Thor's head appears with a clear glimpse of the eyes surrounding several relatively prominent lines, and Prozán's head is superior to two ears, and the horns are secret.;Albister Stone.;300 B.C. 100 B.C.E.;L: 250mm / W: 130mm;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p052_fa11a25c;;https://www.lot-art.com/auction-lots/SOUTH-ARABIAN-FACE-ALABASTER-STELE/382;A human face.;Face a human statue of Albister Stone, from which the face is clearly glimpsed with a prominent nose and blind eyes, while the mouth is a smiling, smiling, drifting line.;Albister Stone.;300 B.C.E.;L: 190 mm / W: 150 mm;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p053_d3c8caa6;;https://www.lot-art.com/auction-lots/South-Arabian-Carved-and-Inscribed-Steele-Stone-Warrior-with-brbrishing-Sword/65383363;Sculptured.;A mural of limestone depicts the shape of the deceased carrying the sword in his right hand, at the top of the witness there is a single-line blade writing containing the name of the deceased.;Jerry's Stone.;First millennium BC;L: 170mm / W: 160mm;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p054_abef1e87;حجر الألبستر;القرن الثالث قبل الميلاد / القرن الأول الميلادي;ارتفاع 22 سم;LOT - ART;جيدة;;https://www.lot-art.com/auction/sotheby-s/info/07.12.22-south_arabian-AD/103-Century-BC1st-ntury-Qataban-Woman-a-of-Head-Alabaster-Arabian-South-lots;He saw a grave in a human head.;He saw a woman's tomb in the head, from the Albister stone, the hair slipping from the bottom of the ears behind the head, the eyes being represented by two blind eyebrows, the ears on both sides of the head, the nose being a prominent straight nose, that he had broken down, at the bottom of it, the mouth showing the likeness of the lips, with a distinct horizontal line.;Albister Stone.;3rd century B.C. / 1st century A.D.;22 cm high.;LOT - ART;Good.;;;;;;;;;;;
0-آثارنا المنهوبة_10_p055_2e72c114;LOT - ART;جيدة;;https://www.lotart.com/auction/south_arabian-inscribed-stone-stele/293-apollo-09.10.22;Part of a tombstone.;Part of a rectangular tombstone witness, limestone, with a fracture in the northeast corner, has to write a one-line trigger line (HBL).;Jerry's Stone.;First millennium BC;L: 250mm / W: 160mm;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p056_617442c5;جيدة;;https://www.lot-art.com/auction-lots/South-Arabian-Stone-Inscribed-Stele/65383357?cat=catawiki-south_arabian-20.1.23;A tombstone.;A limestone gravestone witness, X embodies all Amutovi holding the sword in his right hand, at the top of the witness, is written in the one-line line of Amalsand algae, which appears to be the name of Amutovi.;Jerry's Stone.;Alvey Alli before I was born.;L: 180mm / W: 145mm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p057_310726c1;;https://www.lotart.com/auction-lots/A-PRE-OF-IDOLFIGURE-STONE-CARVED-TYPE/31-ARABIAN-SOUTH-ISLAMIC-mctear-22.23;A human statue.;A human statue, from the marble stone, hands stretched forward with broken limbs.;Albister Stone.;Around 2nd century BC - 2nd century BC;14.2 cm height;LOT - ART;Good.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p058_daf636c3;(تكرر عرضة في مزاد LAPADA);https://www.lot-art.com/auction-lots/Bague-ring_gold_arabie_du_Sud-portrait-avec-Bague/220-C-J-apres-Deuxieme-siecle-et-inscription;Gold ring.;A seal ring, on top of which there is a seal, with a human image surrounded by four letters (NDS).;Gold.;2nd century A.D.;8.74 grams;LOT – ART;Excellent.;(recurring exposure at LAPADA auction);;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p059_d03964ed;;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-BRONZE-BEAKER/594-south_arabian-13.10.22-archaeological;A bronze cup.;A cylindrical cup (systical), with an upside-down hole, surrounds the body with a four-line engraving.;Bronze.;4th and 3rd centuries BC;13.1 cm height and 7.5 cm diameter;LOT - ART;Very good.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p060_a08b7ee7;https://www.lot-art.com/auction-lots/South-Arabian-Leaded-Bronze-Votive-Plaque-ex-Christies/64a-south_arabian-18.2.21-artemi;A bronze engraving.;A rectangular plate of bronze has to be written in the prominent pavilion line of 10 lines surrounded by a prominent frame.;Bronze.;150 for miles.;35.8 cm* 33.3 cm;LOT - ART;Good.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p061_1748219e; 10.8 سم في القطر;LOT - ART;ممتازة;;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-BRONZE-INCENSE-BURNER-DECORATED-WITH-PALM-TREES-FLANKED-BY-SPHINXES/677-south_arabian-13.10.22-archaeological;Vaporized.;An oval-shaped evaporation of bronze, based on three feet in the shape of the lion's feet, and the vapor of animal and vegetarian evaporation, along with a written evaporation, was represented by one strand of the citrus line in the form of a tire at the edge of the lid.;Bronze.;Second and third century C.E.;14 cm height, 10.8 cm in diameter;LOT - ART;Excellent.;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p062_e4da8aed;جيدة;;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-BRONZE-HORSE/682-south_arabian-13.10.22-archaeological;A horse's statue.;A clear, salty horse statue made of bronze stands on four legs whose limbs end with calves, appears on the mouth of the bed horse, and on its back the rope appears to be the manifestation of the horse that dragged his wagon.;Bronze.;4th and 3rd centuries BC;12.1 cm height and 13.8 cm length;LOT - ART;Good.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p063_7c650d5d;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/South-Arabian-Bronze-Statuette-of-a-Rider/64228291-south_arabian-05.12.22-catawiki;A human statue.;A human statue of bronze in standing position, its lower extremities are scattered, and its upper left extremities are broken. In the chest area, there is a hollow cavity in the form of an upside-down triangle, and the waist of the statue stretches a belt.;Bronze.;1st century BC - 1st century AD;An altitude of about 8.4 cm times the width of 4.5 cm.;LOT - ART;Good.;;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p064_849e91cc;19 سم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-ALABASTER-HEAD-OF-/71-south_arabian-07.12.22-christie;He saw a grave in a human head.;He saw a human head tomb, from the Albister Stone, the hair slipping from the bottom of the ears behind the head, the eye triangle drifting, the nose standing straight, at the bottom of it showing a small shut mouth.;Albister Stone.;First century BC;19 cm;LOT - ART;Good.;;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p065_20d411b4; القرن الأول الميلادي;ارتفاع 42 سم;LOT - ART;جيدة جداً;;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-ALABASTER-FIGURE-OF-A-STANDING-MALE/152-south_arabian-20.10.22-curated;A human statue.;A human statue, from the marble stone, clear features stand on a base, two hands stretching forward and broken, and its lower limbs are based on a cubic-shaped base, the current state of the piece is very good.;Albister Stone.;3rd century BC, 1st century CD;42 cm high.;LOT - ART;Very good.;;;;;;;;;;;;
0-آثارنا المنهوبة_10_p066_24a6970b;حوالي الألفية الأولى قبل الميلاد;الارتفاع مع الحامل 30 سم;LOT - ART;ممتازة;;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-ALABASTER-HEAD-WITH-INSCRIPTION-IN-SABAEAN-S/201-south_arabian-09.12.22-plaka;A tombstone.;He saw a human tomb with a human head, from Albister Stone, the eyes were represented with a light dig, the ears on both sides of the head, the nose was straight, at the bottom of the mouth, and at the bottom of the mouth the beard popped up.;Albister Stone.;About the first millennium B.C.;The height with the carrier is 30 centimeters.;LOT - ART;Excellent.;;;;;;;;;;;;
